id,Month,Day,Year,Hour,Minute,Second
41243949,June,8,2013,04,01,00
7354425,January,11,2012,22,14,43
95971783,June,21,2013,20,03,44
24571165,December,30,2012,23,30,04
73369714,October,19,2012,20,26,45
46984887,August,14,2013,20,14,01
82425433,June,1,2011,07,30,14
91875361,February,9,2013,01,00,00
27461495,December,15,2011,07,42,23
37863327,October,17,2013,23,40,15
67940438,May,11,2011,07,04,10
68872817,September,30,2010,04,00,07
57232783,July,2,2013,04,00,01
14443594,April,26,2012,23,00,07
37511347,March,5,2012,05,01,00
85604612,January,18,2013,05,00,22
46771041,May,10,2011,20,51,42
5113640,January,30,2013,21,06,50
1874644,October,14,2010,16,01,50
81586064,January,4,2012,12,01,01
22959946,June,13,2011,22,54,14
222440,September,25,2013,21,05,07
84205005,August,7,2013,04,01,00
42343314,February,15,2012,20,15,49
46343397,March,15,2012,21,00,00
4523945,December,11,2012,21,35,47
91428674,February,7,2013,17,00,23
30494400,July,9,2012,20,21,58
84210150,June,27,2012,11,29,33
53112765,February,5,2013,16,17,41
63206371,August,6,2012,17,05,59
4887845,September,24,2010,23,14,45
10706492,June,15,2012,20,05,45
87346805,January,10,2013,16,12,21
64744468,June,23,2010,20,41,43
94384520,October,19,2010,14,51,14
80107421,March,28,2013,22,00,06
91333514,October,11,2013,06,28,43
20339929,July,30,2012,07,00,00
36317940,August,11,2011,09,04,12
23617464,January,12,2012,10,31,35
77625404,July,20,2012,20,20,16
71439535,April,15,2013,12,25,13
34927486,September,24,2010,20,50,54
54455074,May,16,2013,23,52,05
56986894,November,12,2010,23,25,14
19928398,July,30,2013,20,10,32
1311497,June,20,2013,04,01,00
8900725,December,26,2012,05,01,01
97442022,April,19,2011,06,16,24
57972547,February,6,2013,05,01,00
26966733,November,23,2010,15,01,00
21440739,October,25,2012,17,00,25
95750767,June,14,2011,15,55,41
34756756,September,3,2013,08,35,30
38848343,December,7,2011,05,01,00
84471869,June,13,2013,02,01,46
98461952,February,1,2013,22,24,06
96991848,April,25,2012,04,00,01
76879096,January,10,2012,23,01,04
28678525,May,27,2011,04,03,14
39064846,September,10,2013,20,56,33
17151467,October,26,2012,04,00,01
51187144,February,9,2011,21,29,57
91967498,September,14,2011,04,01,00
13668359,May,17,2013,15,21,20
73913381,October,4,2013,16,00,01
25184374,June,18,2011,04,01,00
13230748,July,3,2010,04,00,53
32036768,July,31,2013,17,39,20
18231049,August,2,2010,11,01,01
63441523,October,10,2011,19,47,50
32291638,October,6,2011,12,50,10
61311814,May,18,2011,20,44,16
55818543,February,3,2012,21,09,39
40311218,April,18,2013,22,16,28
64376492,May,23,2012,20,24,12
42744621,June,2,2012,04,01,00
29868223,October,25,2013,14,27,55
39420998,August,28,2012,15,49,52
29953845,August,9,2013,22,01,00
24278589,December,12,2012,05,01,01
61620350,December,28,2012,22,10,05
68664580,May,24,2012,20,09,44
60312182,September,17,2013,20,56,50
55277526,January,28,2013,14,39,13
8621008,September,12,2013,21,24,58
90785419,May,6,2013,13,10,00
98418268,February,15,2011,05,01,18
13947982,October,5,2010,13,35,03
14815441,April,4,2011,20,47,58
50561637,September,16,2013,11,01,01
70536166,March,4,2013,16,51,36
46128099,January,7,2012,02,13,18
53854589,October,30,2013,09,00,00
51031648,July,23,2010,09,25,00
19257295,March,4,2013,13,09,40
54390203,January,19,2013,19,18,34
61520384,July,4,2013,22,00,00
42848246,January,31,2013,19,00,33
59492597,October,19,2012,21,31,42
3017941,December,16,2011,21,24,55
5755795,November,8,2013,10,01,00
7257146,September,3,2013,16,03,44
40891047,October,16,2013,16,01,03
38115683,March,7,2012,21,28,41
77218888,May,16,2013,22,20,49
31035808,July,21,2012,04,42,49
57082161,June,12,2013,15,39,17
60981650,July,19,2013,10,31,13
69091368,June,7,2013,21,39,08
52109448,April,3,2012,11,01,01
31808088,October,26,2012,10,06,38
70041023,June,20,2011,20,29,36
10513366,November,13,2013,19,04,13
72644620,June,25,2010,01,56,14
81315544,February,21,2012,23,03,03
39567515,April,23,2012,16,07,43
33974995,October,23,2012,04,23,10
78425711,October,10,2013,04,01,00
44514397,October,7,2013,04,00,01
44194854,July,8,2010,22,54,16
9068285,May,3,2011,15,25,21
45549234,February,6,2013,00,45,43
58109486,December,22,2010,17,11,41
50855196,October,18,2012,16,08,48
90336172,August,24,2013,04,01,00
63022509,October,15,2010,20,10,25
99957623,September,20,2010,20,52,31
49642229,December,12,2012,18,09,36
32418246,August,19,2013,13,59,14
25477950,April,3,2012,14,47,12
43469712,September,3,2013,14,20,55
14713764,November,30,2011,18,41,31
26373307,April,16,2012,11,28,06
66551385,June,15,2011,16,29,29
76214744,June,14,2010,12,43,08
56621450,August,19,2013,10,56,08
13306764,August,26,2013,04,01,00
27338155,November,29,2011,21,48,23
34742427,April,18,2013,15,31,54
94859319,February,16,2011,22,06,36
73338979,May,4,2012,20,42,30
20826571,June,27,2013,15,00,00
31023898,December,21,2011,21,51,08
21548211,December,6,2012,11,56,44
71598737,June,28,2011,10,28,11
95221225,February,29,2012,08,46,05
519831,October,31,2013,01,25,47
93655974,June,20,2011,13,56,30
14300721,July,23,2010,04,00,00
25195200,May,15,2013,21,39,56
74932680,April,27,2012,10,37,07
28099426,October,26,2010,17,04,12
18378257,August,30,2013,20,20,30
2916095,April,17,2013,14,41,55
40943335,May,23,2012,20,00,00
65250096,August,23,2013,16,18,55
41409736,December,11,2012,15,36,46
81627902,July,26,2013,20,28,25
88963747,December,7,2010,22,29,01
35357277,July,26,2010,23,00,00
27037853,January,8,2013,22,19,13
11697120,October,8,2011,04,01,01
96978871,February,19,2013,12,39,14
71583378,May,12,2011,20,45,26
87386190,February,5,2013,01,42,26
80871596,July,8,2012,22,30,06
11774978,July,15,2013,04,01,00
68860588,May,22,2013,16,57,17
74671485,February,11,2013,12,00,01
25908212,March,2,2011,08,55,41
78500776,April,19,2012,04,01,00
94087272,December,20,2012,13,08,58
49512374,June,9,2011,04,38,31
15481205,April,14,2012,04,00,01
97778318,March,11,2012,21,00,00
98788399,July,1,2013,23,21,44
57113327,April,28,2011,17,18,00
55048153,March,22,2012,21,48,20
32181889,November,1,2013,23,00,01
95790314,September,5,2013,09,31,18
20596441,January,11,2013,22,32,16
24825708,March,25,2011,20,36,45
83359999,October,2,2013,00,59,53
38261362,October,28,2013,17,04,02
53180885,May,22,2012,18,40,30
10511979,August,16,2011,20,25,29
64656303,May,16,2013,22,38,33
51696242,February,26,2013,22,45,45
93337390,November,23,2010,20,00,42
16021053,August,22,2012,20,26,18
22167375,October,25,2010,20,22,51
9650679,July,27,2010,20,59,07
70592809,November,20,2013,10,38,00
58640079,August,24,2011,16,21,42
91409115,June,30,2012,22,01,00
27772424,December,18,2012,14,05,27
61191404,September,28,2012,11,07,07
59465193,April,12,2011,14,48,55
12731567,August,7,2012,17,14,27
64431177,May,31,2011,10,21,41
80189464,July,12,2013,15,46,17
45576473,May,14,2013,02,39,28
18130597,July,20,2010,22,37,04
20615013,May,26,2011,20,11,58
88309129,April,26,2013,11,01,01
85987789,January,10,2013,13,04,40
99015218,May,17,2011,22,06,14
64727,November,19,2013,17,12,46
60272131,April,28,2011,19,10,17
57966841,October,4,2010,11,01,01
8541552,September,7,2013,04,00,01
4787888,June,5,2012,11,00,01
50104078,July,7,2012,04,00,03
54211205,October,26,2012,18,12,30
75213103,December,11,2012,21,35,30
9735532,December,15,2010,05,58,48
72541852,April,25,2012,12,42,03
93781553,November,21,2012,21,26,37
5737234,November,6,2013,16,09,24
35592751,August,23,2013,14,03,17
61033987,February,16,2012,21,34,03
2174013,June,16,2010,05,17,32
11702864,June,26,2013,04,01,01
90877342,January,25,2012,00,07,30
78688071,September,25,2012,04,01,00
96297551,February,2,2012,16,23,22
41986056,August,24,2012,04,01,01
20865604,October,25,2012,20,28,28
22486237,June,27,2011,20,51,08
67364358,July,21,2011,14,36,24
27047994,June,14,2012,17,38,05
13833471,May,5,2011,20,30,16
78413720,April,11,2013,21,26,36
58774025,October,4,2011,00,00,50
57278384,January,11,2013,17,08,56
93048049,June,22,2012,10,39,23
29757887,May,8,2013,05,42,22
82143526,October,18,2013,04,01,00
60543563,February,14,2012,12,00,01
55911400,August,21,2012,20,13,54
88542974,August,29,2012,22,08,18
23812151,November,2,2012,04,01,01
5718580,June,7,2013,20,49,26
73692200,December,25,2010,00,00,00
87180146,April,20,2012,21,03,47
2378643,June,6,2011,14,09,08
77648869,July,15,2013,15,07,31
6281288,May,6,2013,11,10,39
93373580,May,23,2011,04,00,11
28718875,January,9,2012,17,49,08
54993322,June,13,2012,16,43,51
75814340,December,5,2012,21,54,54
3040198,May,31,2011,17,17,57
82438041,April,11,2012,21,58,14
79110276,February,15,2011,23,04,03
47602539,October,8,2010,20,17,39
62556120,July,26,2011,11,00,01
18470259,April,19,2012,15,03,49
63646067,November,22,2010,19,05,07
36366047,November,10,2011,05,00,00
9363148,June,5,2012,05,47,48
46947399,November,3,2010,20,30,52
75403600,November,19,2012,18,55,24
16746170,September,18,2013,04,01,00
53224377,May,24,2013,23,48,02
11760146,April,25,2013,13,26,20
55537211,July,6,2011,11,01,01
3206004,October,18,2012,21,32,56
84144535,May,10,2011,20,23,56
97249904,October,4,2011,11,01,01
80329384,July,27,2011,15,27,58
48527583,June,21,2012,20,50,48
1020008,June,16,2010,20,13,13
84050720,April,12,2012,12,32,37
34834606,January,28,2013,12,01,01
74166413,November,6,2013,05,00,01
70438238,November,17,2010,00,20,45
74073420,October,21,2010,10,00,00
67560198,July,2,2010,20,25,04
20336289,April,9,2012,11,29,57
19245968,September,12,2011,22,01,35
77955045,October,14,2012,04,01,01
13737983,November,22,2013,12,55,43
1617247,October,7,2013,15,35,51
23044995,January,11,2013,18,09,41
99596297,June,30,2012,04,00,02
38411781,September,21,2012,04,01,00
46305881,May,16,2012,17,00,00
3635199,July,24,2013,10,53,36
10441678,June,18,2010,04,01,00
98039898,August,24,2011,00,00,10
32812050,April,15,2011,06,18,35
45680963,October,10,2012,12,52,30
98786027,November,29,2012,12,17,10
21699612,June,4,2013,22,36,03
82203962,November,11,2010,03,04,54
50954459,September,6,2013,21,14,56
43064156,October,4,2013,16,04,38
31462439,December,6,2012,20,58,11
61535710,July,30,2010,16,25,32
54587105,June,27,2011,18,43,19
83896836,August,4,2011,21,18,33
59263104,August,14,2011,23,00,01
7845172,December,24,2012,17,35,05
79036290,October,5,2010,16,14,29
98066929,April,26,2012,11,00,01
59794994,June,27,2013,15,21,18
71050097,April,20,2012,17,55,10
12919109,July,26,2013,20,21,36
98096907,November,7,2013,23,31,51
37202244,June,9,2011,11,01,01
62680689,April,20,2013,04,00,01
63999564,August,21,2013,08,31,30
98417371,August,9,2011,20,17,23
3541648,October,17,2013,21,24,16
23293784,January,9,2013,21,35,21
81426660,August,24,2012,14,01,14
83450232,May,15,2013,03,30,27
34854380,June,8,2011,14,42,29
78900987,July,3,2012,11,36,06
52013056,February,25,2013,21,12,14
27774742,June,13,2011,22,53,09
41428339,July,19,2012,15,43,11
16841519,September,19,2013,04,00,01
57642737,May,11,2011,21,05,20
45510846,June,20,2011,10,20,33
90125454,July,26,2011,18,13,16
90784535,July,22,2013,16,25,19
57920804,April,11,2012,20,24,02
23077257,September,13,2013,10,42,13
81690114,January,13,2012,23,31,35
35250126,July,18,2013,12,00,00
20767794,July,6,2010,15,15,09
62480181,September,14,2011,22,04,10
97058178,January,25,2012,23,02,43
30344881,April,18,2013,21,08,57
61116753,February,27,2013,15,14,17
79340196,February,6,2013,05,00,01
51642864,July,28,2011,20,26,00
21136778,May,12,2011,04,01,01
96798973,July,29,2010,20,20,10
8779174,January,20,2012,10,25,56
53714012,February,25,2013,12,00,01
28559614,July,24,2013,20,27,41
87413355,November,29,2010,21,52,52
35006219,November,13,2012,05,01,00
44883077,April,30,2012,20,51,05
58070644,June,21,2013,11,00,01
32974871,January,4,2013,17,42,34
30876265,May,1,2013,18,48,04
25976705,April,18,2012,18,49,37
64692691,February,29,2012,15,09,14
86012354,December,7,2012,18,06,34
56419083,May,15,2013,19,00,00
88965788,July,13,2012,20,22,13
52366407,March,4,2013,17,34,20
84297230,April,11,2011,02,35,31
39460837,October,30,2012,17,00,01
30519047,July,20,2011,20,52,15
47135068,January,24,2013,01,08,54
29480873,August,23,2013,19,01,34
67831308,December,22,2010,07,56,08
31421195,September,4,2013,12,06,09
48958501,April,8,2013,23,37,18
37945446,August,16,2013,12,14,58
71381714,March,28,2012,20,00,00
59385072,May,26,2011,21,33,10
18323282,November,1,2010,10,24,52
78002600,September,29,2012,00,59,29
19421777,January,2,2013,21,00,00
22141352,May,27,2011,04,01,01
37623137,April,12,2012,15,38,57
4440927,August,31,2011,18,25,42
99931457,September,10,2013,22,35,52
36847912,May,2,2013,10,52,15
88501851,February,23,2012,15,06,21
26276766,May,21,2012,11,01,01
16922446,August,8,2012,04,48,31
7392902,December,19,2011,21,35,39
12464457,May,15,2013,17,00,20
85377279,June,5,2012,04,01,00
49503103,September,24,2013,04,01,00
23290921,December,16,2011,22,31,14
67926345,November,15,2012,14,45,07
48768,May,24,2012,00,35,09
58871509,March,6,2012,19,03,01
47456849,September,20,2013,18,20,18
42542482,November,2,2012,21,38,44
70273499,November,28,2012,05,01,01
869289,July,15,2013,02,09,33
63490315,April,5,2012,18,43,52
67164587,March,15,2013,04,01,00
57951829,November,8,2013,07,31,53
51010206,December,20,2011,00,01,23
76490791,July,11,2011,20,57,24
12678633,October,29,2012,12,00,00
67798744,July,31,2013,16,52,17
64233818,August,2,2013,22,35,03
6000021,October,28,2010,17,39,23
44092480,October,29,2013,20,07,56
30816269,February,11,2013,16,36,32
74675227,July,13,2011,11,01,01
70563042,October,15,2012,04,00,00
80595106,March,19,2012,17,52,28
63258140,September,23,2010,21,45,44
23486625,December,21,2011,05,00,01
95751066,April,3,2013,20,00,00
3103260,May,30,2011,11,56,06
61030334,June,19,2013,20,00,00
64558563,October,19,2011,12,30,44
49584918,July,23,2013,11,01,01
45150114,August,10,2012,20,51,13
45331031,February,5,2013,14,31,44
9469812,June,3,2011,12,15,21
36809516,January,25,2012,18,34,15
85979059,October,5,2010,17,12,28
39094079,November,19,2010,10,39,32
16761792,September,29,2011,00,46,55
44811785,December,16,2010,06,44,22
97787821,March,1,2012,22,00,40
19400841,April,29,2013,20,24,10
66660221,October,6,2010,16,33,19
54812860,February,1,2012,19,58,03
75344686,July,18,2013,16,47,40
65148405,May,6,2013,18,00,00
74081111,July,15,2013,14,47,34
45521401,November,19,2012,10,00,34
96493839,August,29,2013,06,33,34
97088008,January,30,2012,05,01,00
32067905,March,17,2008,11,32,26
1662135,May,18,2012,21,45,31
655709,October,3,2011,10,01,00
44720877,March,4,2011,21,13,52
30672436,May,6,2013,15,25,22
50984666,November,12,2013,00,42,01
69312547,June,28,2011,20,22,13
96086256,March,5,2012,22,59,15
7785049,June,18,2013,09,58,54
74017253,September,4,2013,11,42,09
24792904,July,19,2011,11,54,57
91810403,June,19,2013,22,00,00
55487729,May,24,2012,22,25,22
31556891,March,18,2011,14,36,20
28211142,June,24,2012,21,49,15
93014533,March,4,2013,18,21,17
83699267,April,23,2013,11,10,46
55036058,August,15,2012,20,03,27
24740722,August,10,2012,13,57,39
62919690,September,16,2013,21,29,57
37124527,April,24,2012,15,25,08
91403477,July,9,2013,15,33,19
97354949,January,23,2012,14,11,21
97640529,January,30,2013,13,00,00
63947856,March,7,2012,19,23,20
18690085,October,18,2013,04,01,00
38333507,August,11,2013,20,01,00
31652414,October,30,2013,01,00,00
68376797,November,19,2012,23,00,00
42439257,April,25,2013,22,00,48
5537195,September,13,2013,10,04,12
81228582,June,8,2011,08,34,01
69318201,July,29,2010,20,00,00
23277477,October,17,2010,16,00,00
55183450,August,6,2010,20,57,10
98269840,April,12,2012,23,51,07
31241187,July,22,2011,06,01,32
44161477,August,6,2012,08,14,49
14700215,July,7,2010,20,11,24
83194342,October,3,2011,14,31,36
41443083,December,7,2010,23,00,00
40536244,August,20,2013,04,01,01
87066047,September,20,2010,20,40,31
23826907,February,20,2013,21,04,59
53536632,October,21,2010,22,27,07
19887313,October,4,2010,22,53,15
90389735,April,19,2012,23,27,22
20102228,August,24,2011,08,29,28
27739048,October,18,2011,18,00,47
27445885,April,12,2011,22,03,05
98917072,April,8,2013,20,50,34
11991998,May,15,2013,23,13,42
14297673,July,5,2012,04,01,01
613871,January,7,2013,23,17,20
57843503,August,8,2013,20,46,23
17431478,July,2,2011,04,01,01
38663282,May,28,2013,11,58,38
19326595,June,5,2012,20,38,25
48368695,October,7,2013,12,40,45
70707815,September,6,2011,17,16,16
36992186,September,17,2013,21,42,49
46074798,May,23,2011,23,16,04
25312673,August,23,2012,22,50,00
8111812,June,22,2010,13,25,54
47000437,October,19,2012,20,23,58
66649338,May,14,2013,13,00,00
36854436,May,8,2013,04,07,14
32906680,February,11,2011,01,28,59
81133636,November,1,2013,22,01,13
96005049,April,22,2013,20,43,27
9797769,September,23,2013,16,31,38
98917291,November,16,2012,22,50,27
62583772,September,8,2012,04,00,00
96028828,November,17,2012,05,00,01
27764192,July,6,2012,23,30,28
45653948,October,24,2012,13,29,09
59099266,April,23,2012,08,18,57
41576237,June,22,2010,21,53,39
7950885,August,30,2011,13,14,37
73510078,March,18,2013,20,45,26
2668644,October,15,2013,20,41,33
85943684,September,9,2013,06,43,31
32133771,October,4,2013,11,01,01
38844826,December,17,2010,14,30,11
50809821,July,9,2010,04,54,43
31671251,July,19,2013,16,07,02
10580921,May,2,2012,20,00,00
58518780,May,15,2013,07,17,36
62262394,August,30,2011,13,10,46
46467861,April,4,2012,11,00,07
13861748,September,29,2011,08,05,33
91040464,March,5,2013,05,01,00
42509699,December,28,2011,05,00,01
41823886,September,8,2011,22,04,20
34512603,March,27,2013,11,00,01
96536718,December,7,2010,19,36,24
76657817,November,4,2013,09,31,49
87294593,February,22,2011,21,12,35
41821673,July,18,2012,21,02,36
71518900,January,18,2012,21,43,06
41356524,September,4,2013,04,01,00
621482,May,20,2013,04,01,00
85542458,February,15,2011,10,42,59
62514398,May,11,2011,10,24,52
24819618,August,31,2011,11,35,54
80408041,October,24,2013,20,31,48
21862570,February,27,2013,21,00,00
86419638,August,22,2013,04,53,13
39964639,July,12,2010,18,14,05
55150604,July,23,2010,20,21,15
71100504,December,20,2011,17,08,47
34301483,November,18,2010,10,04,37
44526759,January,16,2013,18,58,05
14472737,October,13,2011,17,20,03
94284794,November,13,2012,21,44,33
70292037,May,21,2007,18,38,08
53034352,August,23,2013,20,42,02
74833426,June,21,2013,16,48,18
70403286,July,5,2010,15,30,45
89955676,December,29,2011,05,01,00
74306243,September,30,2011,19,29,04
17242647,July,7,2010,04,01,00
59974608,October,5,2010,13,43,16
96785392,December,8,2011,21,46,05
93518077,April,2,2013,20,25,55
7740248,January,24,2012,17,20,48
72852335,July,12,2013,07,16,47
27654050,August,26,2013,12,00,00
84356911,March,14,2013,08,36,56
93519138,September,24,2011,09,04,01
23347652,October,1,2013,04,01,01
84264302,April,15,2013,16,32,14
48639427,August,7,2012,05,38,59
11902568,July,5,2012,13,43,51
39543977,November,8,2012,10,05,21
52413101,July,27,2012,12,28,08
94627766,July,15,2011,11,01,01
93970466,May,30,2012,23,00,48
36048511,November,2,2012,21,56,13
30471602,October,19,2010,20,32,18
96183546,April,5,2011,21,20,05
49415795,March,28,2011,08,48,05
50638173,March,16,2011,21,32,14
72089312,July,30,2010,04,01,00
77655946,June,20,2011,12,06,27
76233422,July,29,2013,21,00,46
7694472,September,19,2012,19,23,12
3712246,June,23,2011,19,44,54
28446776,October,16,2012,20,07,53
51393214,July,6,2011,20,06,40
48373085,December,18,2012,13,28,01
90372184,March,28,2011,22,01,30
3210742,March,14,2013,20,36,51
11883759,April,19,2013,21,00,14
64981469,April,19,2013,20,08,21
88897577,September,28,2011,13,45,48
1251737,July,23,2010,21,52,36
31063475,October,10,2012,08,55,14
4393556,March,1,2013,05,01,00
38073257,June,20,2013,21,22,00
37951730,February,14,2013,05,00,01
4504582,April,9,2013,10,09,03
58507836,January,16,2013,00,00,00
20930088,December,21,2011,21,43,29
51764052,January,4,2013,21,06,08
98832847,May,16,2012,20,22,37
18939572,November,4,2013,16,43,49
16302114,April,4,2012,20,32,45
6462819,October,4,2010,23,28,48
30569389,May,15,2012,20,59,05
85545218,June,23,2011,20,42,05
75013286,July,26,2012,14,45,44
75845143,April,7,2011,20,00,00
19004252,April,12,2011,15,00,00
44647126,April,13,2011,16,30,14
48410609,July,17,2013,21,29,00
96474220,October,16,2013,20,35,23
67386963,September,29,2012,00,18,15
76589513,May,18,2011,20,33,11
8750352,September,21,2012,13,12,56
78516749,March,21,2013,15,15,08
81144088,June,21,2013,21,09,05
65253010,September,4,2013,20,25,45
7876794,June,4,2012,20,04,33
52399727,September,22,2010,04,01,00
89084831,March,19,2012,09,06,15
83122469,July,20,2011,20,31,19
13946336,May,2,2011,08,29,10
51166486,March,29,2011,08,33,55
56331444,October,8,2010,22,30,55
840267,November,9,2010,22,57,08
86782291,December,22,2010,17,11,41
93405697,April,23,2013,11,01,01
59465792,March,21,2011,05,13,36
15178355,September,27,2010,15,06,20
12609426,February,12,2012,10,15,23
95349656,April,7,2011,20,29,48
37160084,January,25,2013,21,49,02
88869791,October,7,2010,12,37,03
96254405,March,4,2013,21,46,05
19143503,February,24,2012,12,01,01
30929200,July,31,2012,17,07,01
95445439,July,2,2013,04,01,03
10412522,May,10,2011,21,39,46
52976632,June,13,2010,22,01,00
62537376,November,6,2013,19,01,27
98344948,January,30,2013,05,01,03
42378803,August,22,2012,20,10,51
11797923,January,17,2012,10,53,13
81134304,March,16,2011,17,07,24
91474730,November,17,2010,01,12,23
45449117,October,25,2012,04,00,01
2282904,December,10,2010,21,04,42
84046651,August,30,2012,02,01,18
12642020,July,13,2012,21,19,18
84347556,August,16,2012,20,35,57
51528077,September,29,2012,06,03,26
84690240,April,27,2010,04,00,07
51314083,March,14,2013,11,01,01
19432394,December,8,2011,20,52,45
85967626,July,19,2013,15,58,26
14680834,February,29,2012,11,43,43
88539105,January,18,2012,07,45,45
50072013,October,4,2012,11,38,29
51813518,June,7,2011,15,56,41
37487662,July,20,2011,15,41,53
91281318,November,17,2010,21,13,24
65793491,August,23,2013,21,01,15
35073881,January,23,2013,21,44,02
65326615,November,30,2010,21,58,30
77135249,March,13,2012,11,43,26
26098909,November,28,2012,07,30,03
6103164,February,27,2012,23,01,08
52074846,April,30,2011,04,01,01
17596095,July,17,2013,11,40,56
29050298,December,22,2010,09,56,08
47412361,September,16,2012,22,40,16
48827633,May,10,2012,16,37,14
48773623,February,2,2012,06,06,10
32229561,September,28,2011,20,20,08
9549640,July,23,2013,04,01,00
30658135,December,15,2011,23,53,15
31092395,August,6,2013,09,05,54
25829198,August,1,2012,04,01,01
92419546,July,6,2010,20,50,57
11192378,July,16,2012,20,12,31
67381214,May,4,2012,20,07,43
50765243,June,25,2013,17,24,31
66925444,July,17,2013,19,44,55
50082945,October,24,2013,04,00,24
98841375,February,13,2012,11,42,35
54126447,June,15,2011,04,01,00
38105095,November,19,2012,19,45,18
91325975,September,17,2013,21,01,15
23654236,June,26,2013,04,01,00
56574202,July,10,2012,20,11,08
7240067,October,26,2012,20,11,24
86193147,June,12,2013,04,01,00
48215980,February,7,2013,14,42,46
80330597,February,6,2013,21,58,13
20719522,June,24,2010,23,03,08
79741745,July,15,2013,10,06,39
30658253,August,6,2013,20,39,50
12641425,October,24,2013,23,45,00
33183769,October,11,2010,00,22,21
21816198,September,24,2012,20,20,08
61185957,February,7,2013,22,00,00
70278295,May,17,2013,04,01,00
47404390,October,16,2013,21,01,00
22534859,October,18,2012,04,01,01
16144701,September,30,2010,07,58,04
57945501,August,26,2013,21,42,22
72593543,August,29,2013,00,38,57
87366460,May,23,2012,17,20,33
19733884,January,16,2013,18,01,30
47089341,April,25,2013,16,43,15
90191851,November,29,2012,07,08,25
16390504,May,11,2011,21,04,46
58325681,January,31,2013,22,00,00
86119674,September,24,2011,04,01,00
64067582,August,15,2012,20,40,22
93752762,March,26,2013,13,40,38
12156280,August,3,2012,18,23,52
65343643,April,6,2012,04,00,00
13136436,September,24,2013,22,00,44
43611156,April,11,2012,21,26,40
59925728,May,31,2012,23,35,13
16222477,October,7,2011,15,09,52
97883114,December,21,2012,14,09,25
26110091,February,28,2011,15,11,14
82170665,April,4,2011,13,09,14
26831039,October,1,2012,20,01,00
72102246,January,26,2012,08,00,00
84494199,July,29,2013,19,41,14
40697599,July,2,2013,20,33,06
36993998,September,25,2012,14,36,06
87104918,September,29,2011,00,42,12
79767346,June,17,2011,12,17,58
61742196,January,4,2012,18,03,15
6476324,September,19,2011,11,01,21
85701706,August,2,2013,04,01,06
42693712,July,18,2012,20,39,48
52295019,May,11,2011,19,05,07
36513720,September,13,2012,20,52,09
56624784,July,2,2012,04,01,01
31801712,February,21,2013,17,21,43
71665946,June,14,2013,18,32,42
33719543,July,22,2010,20,54,17
50279185,January,13,2012,12,01,01
41407519,October,20,2011,20,39,37
38041883,August,17,2011,18,51,13
39942119,July,6,2012,20,30,11
55136334,May,17,2013,00,00,00
16911086,December,8,2012,05,00,00
65224481,January,29,2013,14,00,00
67286692,November,14,2012,14,33,13
68099423,June,13,2012,04,01,00
95431956,March,11,2013,06,47,02
29123898,September,29,2011,20,13,49
53152958,April,6,2011,12,57,10
60718040,June,22,2012,11,01,01
46154021,October,30,2012,04,01,00
50501253,April,10,2012,13,08,06
36735606,June,25,2011,04,01,01
31903706,July,26,2012,04,00,01
89769110,February,10,2011,21,30,00
99796388,July,20,2011,14,38,14
55608481,May,14,2013,12,49,05
84282933,April,12,2013,21,41,22
48602230,July,21,2011,07,59,48
53573280,December,14,2011,00,00,19
71434136,May,10,2013,21,25,28
65315694,August,1,2011,04,00,00
66905375,July,27,2010,04,30,45
64675424,May,2,2013,03,31,33
37874731,November,9,2012,19,59,42
8690927,June,28,2011,20,10,33
70750084,February,1,2013,01,02,36
44729409,August,14,2013,04,00,00
49558041,October,11,2010,23,22,01
73335176,July,4,2011,04,32,06
25500553,November,6,2013,05,01,00
54739479,March,25,2011,08,26,15
45708420,March,8,2013,22,42,09
88969434,January,8,2013,05,01,00
8381180,July,23,2010,15,58,44
93026302,October,23,2013,20,00,00
68226787,August,14,2012,23,52,08
51542015,October,26,2012,20,30,02
95613011,October,22,2012,08,51,51
59633775,October,18,2012,21,39,44
68193079,July,28,2010,11,01,01
45986301,June,7,2013,19,03,13
98293453,July,19,2012,22,00,33
40719354,June,22,2011,04,00,01
19953275,July,21,2011,20,18,29
24803404,January,24,2013,16,36,23
97957954,March,20,2013,20,00,00
49244273,September,23,2013,22,14,36
70819387,September,27,2013,04,01,01
92133275,April,20,2011,23,01,00
26967145,September,19,2012,12,36,08
60492053,May,3,2011,17,17,41
1847669,March,29,2012,12,58,24
30248140,October,23,2012,08,02,59
87169591,March,11,2013,06,39,09
77052684,September,13,2013,14,55,38
24238523,July,19,2011,20,20,09
58991904,April,18,2013,15,00,48
18937321,August,20,2012,20,21,41
70993779,March,12,2011,01,00,15
96038203,June,29,2010,17,41,15
44667716,July,23,2010,16,08,20
72123684,September,4,2013,09,00,00
19595097,July,6,2012,14,57,07
53575006,June,6,2011,20,36,52
5056285,June,5,2013,01,11,30
76571713,June,12,2013,14,42,13
9981032,November,29,2012,12,00,00
56443219,October,6,2011,17,54,37
21250008,September,23,2013,23,16,39
4304633,August,17,2011,21,31,46
35110614,September,27,2010,22,00,18
19539193,July,11,2012,23,39,50
9823969,July,26,2010,22,33,19
67817967,October,30,2012,10,49,11
24179060,June,2,2012,18,47,39
53248293,September,28,2010,16,20,58
24340001,July,29,2010,12,25,22
84617251,October,3,2011,17,45,01
95448688,July,25,2011,06,48,45
